text,label,label_num,text_cleansing
"Calon Presiden RI No Urut 3 Ganjar Pranowo yakin, pelanggaran Konstitusi atau aturan dasar negara harus dihentikan dan dihukum.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/1EBKUA0jwr",Ideologi,3,calon presiden ri no urut 3 ganjar pranowo yakin pelanggaran konstitusi atau aturan dasar negara harus dihentikan dihukum HTTPURL
"@Z5wTnWYnr28OvmdmGYQl5LnLT/IjQDUJ/gZoU5EIEMw= Aku pribadi ngerasain kerjanya abah Anies setelah ngembaliin K13 ke KTSP dulu, karena jujur, sebagai percobaan K13, hancur parah, jam sekolah ga masuk akal dan project2nya terlalu dipaksa. Trus gagasannya Indon",Sosial Budaya,6,@USER ijqduj gzou 5eiemw aku pribadi ngerasain kerjanya abah anies setelah k13 ke dulu karena jujur sebagai k13 hancur parah jam sekolah ga masuk akal project 2nya terlalu dipaksa trus gagasannya indon
"Investor, percayalah! Ganjar dan Mahfud MD punya rencana matang untuk merampingkan regulasi hukum di Indonesia.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/CSAS89efvm",Politik,5,investor percayalah ganjar mahfud md punya rencana matang untuk merampingkan regulasi hukum di indonesia HTTPURL
"RT Viral Video Anies Baswedan Dipermalukan Jokowi di Depan Publik, Pendukung AMIN: Gue Ga Pernah Lupa! https://t.co/pAPZWZRnwF [RE OposisiCerdas]",Politik,5,viral video anies baswedan dipermalukan jokowi di depan publik pendukung amin gue ga pernah lupa HTTPURL oposisicerdas
"RT Pasangan Prabowo-Gibran kerap menyebut soal hilirisasi saat debat capres. Namun nyatanya program hilirisasi nikel selama pemerintahan Jokowi menyimpan sisi gelap. Selain potensi kerusakan lingkungan, kecelakaan di smelter nikel berulang terjadi dan memakan korban jiwa. Kebakaran smelter milik PT ITSS di Morowali adalah yang paling parah karena menewaskan 21 orang pekerja. Atas nama investasi, hidup pekerja seolah-olah tidak ada harganya. #PodcastTempo #ApaKataTempo [RE tempodotco]",Sumber Daya Alam,7,pasangan kerap menyebut soal hilirisasi saat debat capres namun nyatanya program hilirisasi nikel selama pemerintahan jokowi menyimpan sisi gelap selain potensi kerusakan lingkungan kecelakaan di smelter nikel berulang terjadi memakan korban jiwa kebakaran smelter milik pt itss di morowali adalah paling parah karena menewaskan 21 orang pekerja atas nama investasi hidup pekerja tidak ada harganya tempodotco
Ganjar Pranowo Wah salah satu program yang Pak Ganjar bangun berhasil mantap Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 KTP Sakti,Politik,5,ganjar pranowo wah salah satu program pak ganjar bangun berhasil mantap mahfud hebat ktp sakti
Ganjar-Mahfud: Menuju era perubahan yang mengguncangkan untuk kemajuan Indonesia. #GanjarMahfud2024 @HXkW4zYOxLbO4gF/e3rkMGNs/pnGZk/aoLN90IMdLSQ= @PWkPKait4Hq29RYZndz23xvEaBOvnUhoMWhVL4wNi8s= Jepang UDAH SAMPE Aurel Sekjen PBB Cewe #GoldenDiscAwards #GISELLE Friendster https://t.co/21gde85FgW,Pertahanan dan Keamanan,4,menuju era perubahan untuk kemajuan indonesia @USER e3rkmgns pngzk aoln 90imdlsq @USER jepang udah sampe aurel sekjen pbb cewe friendster HTTPURL
RT Ganjar Singgung Kasus Aiman saat Kampanye di Cirebon: Kami Akan Bela! https://t.co/U3EOF5NGwd [RE KompasTV],Politik,5,ganjar singgung kasus saat kampanye di kami akan bela HTTPURL kompastv
"Ganjar Pranowo, Ganjar Presiden Rakyat yang mengerti kebutuhan dan aspirasi masyarakat. Ayo bersatu demi masa depan yang lebih baik! JN18D1 #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/w4YDnJYsT6",Politik,5,ganjar pranowo ganjar presiden rakyat mengerti kebutuhan aspirasi masyarakat ayo bersatu demi masa depan lebih baik jn18d1 HTTPURL
Perjalanan baru dimulai: Ganjar-Mahfud siap membawa Indonesia ke era perubahan besar. #GanjarMahfud2024 @CGht1wOqGn/UlEU93H8t7HS2GRzrbi716j91oPfn8sg= @eHSAoUuJqNnLcUmxzw4z5dNoJCKumJsayrXKMTKItPA= Jepang UDAH SAMPE Aurel Sekjen PBB Cewe #GoldenDiscAwards #GISELLE Friendster https://t.co/24TA3PzR0q,Sumber Daya Alam,7,perjalanan baru dimulai siap membawa indonesia ke era perubahan besar @USER uleu 93h8t7hs2grzrbi716j91opfn8sg @USER jepang udah sampe aurel sekjen pbb cewe friendster HTTPURL
Ganjar Mahfud Hebat #Coblos3 #3GM #DuluJokow Ã°ÂŸÂ‘Â¨Ã¢Â€Â_x008d_Ã¢ÂœÂˆÃ¯Â¸Â_x008f_ iSekarangGanjar dukungantulus untuk02 Ã‚ Ã‚ Ã‚ Ã°ÂŸÂ¤ÂŸ https://t.co/ES2OlHOikf,Politik,5,ganjar mahfud hebat ã âÿâ â ã â âœâˆã â isekarangganjar dukungantulus untuk 02 ã ã ã ã âÿâ âÿ HTTPURL
Ganjar sebagai calon presiden memberikan solusi konkret dan strategis dalam mengatasi permasalahan perumahan di Indonesia @On/BoqgkSnVafDLo49MVNt4FUJYJJrZsE+uoqeenzRA= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/nJK5SaXAIS,Politik,5,ganjar sebagai calon presiden memberikan solusi konkret strategis dalam mengatasi permasalahan perumahan di indonesia @USER boqgksnvafdlo 49mvnt4fujyjjrzse uoqeenzra HTTPURL
"RT Terima kasih kepada seluruh peserta yang sudah hadir di Desak Anies dan bertukar aspirasi dengan kami kemarin! Banyak yang kita bahas secara terbuka terkait isu-isu kesehatan, perempuan, lingkungan hidup dan agraria langsung dengan para pelakunya. Dua sesi penuh aspirasi dan tukar pikiran yang insya Allah akan membawa perubahan yang baik bagi Indonesia ke depan. Semoga bisa kita wujudkan 14 Februari nanti! #DesakAnies #Nakes #Perempuan #LingkunganHidup #Agraria [RE aniesbaswedan]",Sosial Budaya,6,terima kasih kepada seluruh peserta sudah hadir di desak anies bertukar aspirasi dengan kami kemarin banyak kita bahas secara terbuka terkait kesehatan perempuan lingkungan hidup agraria langsung dengan para pelakunya dua sesi penuh aspirasi tukar pikiran insya allah akan membawa perubahan baik bagi indonesia ke depan semoga bisa kita wujudkan 14 februari nanti aniesbaswedan
"Padahal dulu PDIP musuhin Anis, sekarang mepet. Dulu Jokowi lawan politik Prabowo, sekarang jadi satu. Politik emang se menjijikkan itu..",Politik,5,padahal dulu pdip anis sekarang dulu jokowi lawan politik prabowo sekarang jadi satu politik emang se itu
"Ganjar-Mahfud punya cara unik dalam menyuarakan kebahagiaan Lansia, mereka bener-bener memahami apa yang dibutuhkan oleh generasi senior. Ganjar Pranowo, terbukti mensejahterakan @Tsa8p2K9r9TNW5GfzfBrU0cuiDZsOmeOtK+2gK1gVv8= #GanjarPresidenRakyat #GanjarMahfud2024 #Coblos3 https://t.co/SH5X17bks8",Demografi,0,punya cara unik dalam menyuarakan kebahagiaan lansia mereka memahami apa dibutuhkan oleh generasi senior ganjar pranowo terbukti mensejahterakan @USER 2gk1gvv8 HTTPURL
"Viral Pejabat Disdik Medan Kampanyekan Prabowo-Gibran, Ini Kata Bobby https://t.co/6J3V7A8EVX",Politik,5,viral pejabat medan kampanyekan ini kata bobby HTTPURL
"RT Pasangan Prabowo-Gibran kerap menyebut soal hilirisasi saat debat capres. Namun nyatanya program hilirisasi nikel selama pemerintahan Jokowi menyimpan sisi gelap. Selain potensi kerusakan lingkungan, kecelakaan di smelter nikel berulang terjadi dan memakan korban jiwa. Kebakaran smelter milik PT ITSS di Morowali adalah yang paling parah karena menewaskan 21 orang pekerja. Atas nama investasi, hidup pekerja seolah-olah tidak ada harganya. #PodcastTempo #ApaKataTempo [RE tempodotco]",Sumber Daya Alam,7,pasangan kerap menyebut soal hilirisasi saat debat capres namun nyatanya program hilirisasi nikel selama pemerintahan jokowi menyimpan sisi gelap selain potensi kerusakan lingkungan kecelakaan di smelter nikel berulang terjadi memakan korban jiwa kebakaran smelter milik pt itss di morowali adalah paling parah karena menewaskan 21 orang pekerja atas nama investasi hidup pekerja tidak ada harganya tempodotco
RT Kementerian ATR/BPN Benarkan Prabowo Kuasai Lahan 340.000 Hektar https://t.co/Z9Z8Ywpbvi [RE firmanyursak],Politik,5,kementerian atr bpn prabowo kuasai lahan hektar HTTPURL firmanyursak
RT Menurut Ganjar Pranowo medsos merupakan ruang komunikasi yang efektif antara pemerintah dengan rakyatnya. Dimana pemimpin masa kini dapat menanggapi masyarakat secara cepat dengan semakin efektifnya pelayanan publik lewat media sosial. Ganjar Bikin H3pi #GanjarUpToDat3 https://t.co/BNEJkysazc [RE theT4ntryS1],Politik,5,menurut ganjar pranowo medsos merupakan ruang komunikasi efektif antara pemerintah dengan rakyatnya dimana pemimpin masa kini dapat menanggapi masyarakat secara cepat dengan semakin pelayanan publik lewat media sosial ganjar bikin h3pi HTTPURL thet 4ntrys1
Ã°ÂŸÂŽÂ_x0081_ Ganjar Mahfud Hebat #Coblos3 #GanjarSandiSeliweRUN #GanjarMahfud2024 Inisiatif Pak Ganjar untuk ngobrol dengan anak muda menunjukkan kepedulian terhadap aspirasi dan ide-ide mereka Ganjar Mahfud Hebat #3GM #Coblos3 https://t.co/V9JNC1d3M5,Politik,5,ã ganjar mahfud hebat inisiatif pak ganjar untuk ngobrol dengan anak muda menunjukkan kepedulian terhadap aspirasi mereka ganjar mahfud hebat HTTPURL
"Deklarasi GAM Ciamis menunjukkan keseriusan, komitmen yang tinggi, dan kepercayaan yang kuat dalam mendukung Prabowo sebagai calon pemimpin yang berkualitas dan berintegritas. #JabarTetapPakBowo DariJabar UntukIndonesia https://t.co/zAd50bD0Q6",Politik,5,deklarasi gam ciamis menunjukkan keseriusan komitmen tinggi kepercayaan kuat dalam mendukung prabowo sebagai calon pemimpin berkualitas berintegritas darijabar untukindonesia HTTPURL
Komitmen Menteri Pertahanan Prabowo Subianto untuk memperkuat pertahanan Indonesia dan memberikan alutsista terbaik bagi TNI kembali menunjukkan hasil nyata. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,Politik,5,komitmen menteri pertahanan prabowo subianto untuk memperkuat pertahanan indonesia memberikan alutsista terbaik bagi tni kembali menunjukkan hasil nyata prabowo subianto
"Bersama Prabowo, Jawa Barat menunjukkan kekuatan solidaritasnya. #JabarTetapUntuk02 BerbuatBaik UntukMasyarakat https://t.co/xjPHTK9c6u",Politik,5,bersama prabowo jawa barat menunjukkan kekuatan berbuatbaik untukmasyarakat HTTPURL
"RT Calon Presiden dan calon Wakil Presiden nomor urut 3 @DuCl1M2xW/ufYdyOIULdaQGpntaBBatpjD6P9X8eEOs= dan @59tM+n5mGusT+7/KjDeHaHO4NEXNqGntkOtgGTXJtEU= menghadiri acara adu gagasan antikorupsi di KPK, Jakarta Selatan. Ganjar-Mahfud datang lebih dulu dan kompak mengenakan jaket bomber 'Top Gan'. #TOPGANSATS3T Ã°ÂŸÂ¤ÂŸ https://t.co/BC3DHv1NNS [RE yusuf_dumdum]",Politik,5,calon presiden calon wakil presiden nomor urut 3 @USER ufydyoiuldaqgpntabbatpjd 6p9x8eeos @USER n5mgust 7 kjdehaho 4nexnqgntkotggtxjteu menghadiri acara adu gagasan antikorupsi di kpk jakarta selatan datang lebih dulu kompak mengenakan top gan ã âÿâ âÿ HTTPURL
"Sukses tidak hanya milik satu orang, tapi kita semua. Bersama JNK, kita sukses bersama dengan Ganjar Pranowo Mahfud MD. JN19Sk #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/7XkCW2WZ6r",Politik,5,sukses tidak hanya milik satu orang tapi kita semua bersama jnk kita sukses bersama dengan ganjar pranowo mahfud md HTTPURL
"RT Isu geopolitik? UU omnibuslaw dan kaitannya dengan industri pertahanan dalam negeri saja cukup mampu menggagalkan narasi ""Kita perkuat industri dalam negeri, Indonesia kuat"". Memang apa saja yang ditangkap mas dodo tentang isu geo-politik sebagai pendukung prabowo? [RE JackVardan]",Politik,5,isu geopolitik uu omnibuslaw kaitannya dengan industri pertahanan dalam negeri saja cukup mampu menggagalkan narasi kita perkuat industri dalam negeri indonesia kuat memang apa saja ditangkap mas tentang isu sebagai pendukung prabowo jackvardan
RT Apa kalian termasuk ada di bagian ini? Kolaborasi perubahan yang dibawa oleh pasangan AMIN Anies Baswedan - Muhaimin Iskandar memberikan dinamika baru di Indonesia Semua komponen bergotong royong memenangkan AMIN untuk bisa jadi pemimpin Perubahan https://t.co/Ci9Mto6YQQ [RE Mdy_Asmara1701],Politik,5,apa kalian termasuk ada di bagian ini kolaborasi perubahan dibawa oleh pasangan amin anies baswedan muhaimin iskandar memberikan dinamika baru di indonesia semua komponen royong memenangkan amin untuk bisa jadi pemimpin perubahan HTTPURL 1701
"@YmzIJiZMSgcwyQmPwPoEZD83Q5WikPL2K56t/E+3ZRU= @UjeLn+h62eeXAkCZAG7wV+GWMW1Ztk5pEZAxm/zWkeQ= kata pak anis sumur resapan bisa mencegah jakarta tenggelam dan sudah dibuktikan, sedangkan pak prabowo bahkan dukung tembok laut wkwk",Sumber Daya Alam,7,@USER e 3zru @USER h62eexakczag7wv gwmw 1ztk5pezaxm zwkeq kata pak anis sumur resapan bisa mencegah jakarta tenggelam sudah dibuktikan sedangkan pak prabowo bahkan dukung tembok laut wkwk
"Pilpres Feb nanti, lebih baik mencoblos Ganjar Pranowo, soalnya kalau enggak, nyesel luar biasa. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/gdedYdmKvB",Politik,5,pilpres feb nanti lebih baik mencoblos ganjar pranowo soalnya kalau enggak nyesel luar biasa HTTPURL
Salut kepada Ganjar Pranowo Upaya membangun ekonomi keluarga melalui sarjana dari kalangan miskin adalah langkah tepat menuju kesetaraan Semangat untuk terus mewujudkan harapan bagi banyak orang @zb2y7+Auh2AOHjuZdnSeOo1eyrmndWD1A+vzgu7vMaM= #GanjarMahfud2024 #Coblos3 https://t.co/rdRQaUlCOo,Politik,5,salut kepada ganjar pranowo upaya membangun ekonomi keluarga melalui sarjana dari kalangan miskin adalah langkah tepat menuju kesetaraan semangat untuk terus mewujudkan harapan bagi banyak orang @USER auh 2aohjuzdnseoo1eyrmndwd1a vzgu 7vmam HTTPURL
"Gas pol, Ganjar Pranowo! Ganjar Presiden Rakyat bakal bawa energi positif buat Indonesia. Ramein yuk!. JN19Ua #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/W6JGr5VNVn",Politik,5,gas pol ganjar pranowo ganjar presiden rakyat bakal bawa energi positif buat indonesia yuk HTTPURL
"RT Mau drill down saja soal LCS ini Tau ga kenapa ganjar blundernya sebenernya paling parah tapi awam gasadar? Soal ini : ""buka dialog untuk perjanjian sementara"" Kenapa blunder? [RE strike_bravo_b]",Politik,5,mau down saja soal ini tau ga kenapa ganjar blundernya sebenernya paling parah tapi awam gasadar soal ini buka dialog untuk perjanjian sementara kenapa blunder
"RT Setelah menjadi Narasumber acara debat capres ke 3 malam tadi, diajak berfoto oleh kawan-kawan Mahasiswa Paramadina Jakarta. Eh ternyata mereka pendukung Pak @LadDv8wJJsZeCq+o9BV6fx2mYcC8dMiV76hWb3NOLOA= kereeeen. https://t.co/JsVQwsMxiY [RE Dahnilanzar]",Politik,5,setelah menjadi acara debat capres ke 3 malam tadi diajak oleh mahasiswa jakarta eh ternyata mereka pendukung pak @USER o9bv6fx2mycc8dmiv76hwb3noloa HTTPURL dahnilanzar
"Cerita Mahfud MD dan Ganjar bikin kita merasa dekat dengan semangat Dwi Tunggal. Bersama, kita bisa jadi agen perubahan positif! #MisiDekat#GanjarPranowoPilihanUmat #GanjarMahfudRebound #JNK https://t.co/UCu9JPopY1",Politik,5,cerita mahfud md ganjar bikin kita merasa dekat dengan semangat dwi tunggal bersama kita bisa jadi agen perubahan positif HTTPURL
"RT Kendati Prabowo menyebut bahwa 500.000 lahan tersebut merupakan HGU, Hamdan Zoelva menegaskan, secara fungsional lahan tersebut merupakan milik Prabowo yang bisa dikuasai ratusan tahun. https://t.co/f0Kb7b2jjI [RE kumparan]",Politik,5,prabowo menyebut bahwa lahan tersebut merupakan hgu hamdan zoelva menegaskan secara lahan tersebut merupakan milik prabowo bisa dikuasai ratusan tahun HTTPURL kumparan
"RT Prabowo Buka Opsi Impor 1,5 Juta Sapi Buat Program Susu Gratis Anak https://t.co/4Mvy2rYJeI [RE CNNIndonesia]",Ekonomi,1,prabowo buka opsi impor juta sapi buat program susu gratis anak HTTPURL cnnindonesia
"Saatnya berdiri teguh di belakang pemimpin yang benar-benar peduli pada rakyat. Pilih Paslon Capres Cawapres Ganjar Pranowo - Mahfud MD, bukan yang lain.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/6tZBnlKA3Y",Ideologi,3,saatnya berdiri teguh di belakang pemimpin peduli pada rakyat pilih paslon capres cawapres ganjar pranowo mahfud md bukan lain HTTPURL
"RT Tdk banyak yang tau, ini platform bikinan Anies awal 2023, namanya ""Bawa Ide"". 5000+ pemuda mendaftar, &amp; 100 yang terpilih untuk mempresentasikan gagasannya sesuai background masing2. Anak2 muda diajak ikut tampil, bukan cuma diam &amp; membebek saja. Ã°ÂŸÂ‘ÂŠÃ¢ÂœÂŠÃ¢Â˜Â_x009d_Ã¯Â¸Â_x008f_ https://t.co/DXCiZAqZSY [RE felladinho27]",Ideologi,3,tdk banyak tau ini platform bikinan anies awal 2023 namanya bawa ide pemuda mendaftar 100 terpilih untuk mempresentasikan gagasannya sesuai background masing 2 anak 2 muda diajak ikut tampil bukan cuma diam membebek saja ã âÿâ âšã âœâšã â â HTTPURL felladinho 27
"RT Pak Anies menjadi Gubernur DKI 2017-2022. Tak ada satu pun yang dilaporkan ke polisi mereka-mereka yang selama ini memfitnah Pak Anies. Sudah tahu kan kebijakan-kebijakannya yang terbuka dan adil terhadap semua? Tahu dong bagaimana bagusnya Jaklingko? Tahu dong bagaimana Pak Anies menyelesaikan MRT dan merapikan sistemnya seperti sekarang ini? Tahu dong bagaimana Pak Anies berlaku ke semua penganut agama di Jakarta secara harmoni dan itu sudah menjadi fakta yang sangat terang? Nah, dan segambreng keberhasilan di Jakarta akan ditingkatkan di tingkat nasional dengan Pak Anies menjadi presiden. :-) [RE muhammad_husnil]",Politik,5,pak anies menjadi gubernur dki tak ada satu pun dilaporkan ke polisi selama ini memfitnah pak anies sudah tahu kan terbuka adil terhadap semua tahu dong bagaimana bagusnya jaklingko tahu dong bagaimana pak anies menyelesaikan mrt seperti sekarang ini tahu dong bagaimana pak anies berlaku ke semua penganut agama di jakarta secara harmoni itu sudah menjadi fakta sangat terang nah keberhasilan di jakarta akan ditingkatkan di tingkat nasional dengan pak anies menjadi presiden
Kami mendukung visi Ganjar Pranowo Pranowo untuk pemilu yang bebas dari intervensi. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @CtPCEs+nzcsAQk+8NjgPuBqoai3a0X4HLFd2+aJKkyw= #GanjarPresidenRakyat #GanjarMahfud2024 #Coblos3 https://t.co/46iCteqMFJ,Politik,5,kami mendukung visi ganjar pranowo pranowo untuk pemilu bebas dari intervensi ganjar pranowo hanya dia betul merakyat akan berbuat lebih demi rakyat @USER nzcsaqk 8njgpubqoai3a0x4hlfd2 ajkkyw HTTPURL
"RT PANAS!! Cak Imin slepet Prabowo soal food estate, merusak hutan &amp; mengabaikan potensi pertanian yang ada yang masih besar.. Silahkan rakyat menilai!! https://t.co/LkPpJKgADs [RE ekowboy2]",Politik,5,panas cak imin slepet prabowo soal food estate merusak hutan mengabaikan potensi pertanian ada masih besar silahkan rakyat menilai HTTPURL ekowboy 2
Keumatan yang merajut persatuan. #JNK mendukung Pasangan Ganjar Pranowo dan Mahfud MD sebagai pemimpin bangsa di pilpres 2024.#GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/0H8Q69g2Xs,Ideologi,3,keumatan persatuan mendukung pasangan ganjar pranowo mahfud md sebagai pemimpin bangsa di pilpres 2024 HTTPURL
"Save the date, People Party democracy bulan depan, party of democracy! Jangan lupa, mari kita pilih Ganjar Pranowo dan buat Indonesia lebih baik. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/tVHxCxk4WK",Politik,5,save the date people party democracy bulan depan party of democracy jangan lupa mari kita pilih ganjar pranowo buat indonesia lebih baik HTTPURL
"RT Amazing kampanye Ganjar Pranowo di Ruteng-Manggarai-Flores-NTT hari ini. Dukungan iman politik yang kuat menyatukan Ganjar &amp; masyarakat yang membludak ditengah cuaca berkabut, hujan &amp; dingin nya kota Ruteng. Ganjar...Ganjar...Ganjar...Presiden ! Ganjar-Mahfud menang..menang..menangÃ°ÂŸÂ¤ÂŸÃ°ÂŸÂ_x008f_Â» https://t.co/vEmTEpTc0F [RE KakekHalal]",Politik,5,amazing kampanye ganjar pranowo di hari ini dukungan iman politik kuat menyatukan ganjar masyarakat membludak ditengah cuaca hujan dingin nya kota ruteng ganjar ganjar ganjar presiden menang menang menangã âÿâ âÿã HTTPURL kakekhalal
RT Prabowo is profesional genocide if he's suggesting Gaza is being bombarded just because they're weak. Learn history please #DebatCapres [RE archaludons],Politik,5,prabowo is profesional genocide if gaza is being just because weak history
"RT Capres nomor urut 1 Anies Baswedan menjelaskan mengenai pergeseran menuju substitusi import. Ia mengatakan bahwa harus memastikan hal tersebut dapat terjaga. Anies Baswedan juga mengatakan harus menyiapkan ekosistem industri agar tidak hanya menjadi pasar konsumsi tapi juga menjadi sentra produksi global, sehingga diharapkan dalam muncul di dalam kegiatan ekspor. Perihal tingkat komponen dalam negeri, Anies mengatakan bahwa harus ditingkatkan secara bertahap. Simak video selengkapnya di https://t.co/sBJYmXx0e0 Nantikan juga Live Eksklusif ""Dialog Capres bersama Kadin: Sesi III Prabowo Subianto"" Jumat, 12 Januari 2024 pkl 09.30-11.30 WIB LIVE hanya di tvOne & live streaming di Youtube tvOnenews #HardNews_Politik #NewsOne #CariBeritaditvOne #AniesBaswedan #Politik #tvOneTVPemilu #KamiKabarkanAndaPutuskan #MauMemilih #Capres #Cawapres #Pemilu2024 #Pilpres2024 [RE tvOneNews]",Ekonomi,1,capres nomor urut 1 anies baswedan menjelaskan mengenai pergeseran menuju substitusi import ia mengatakan bahwa harus memastikan hal tersebut dapat terjaga anies baswedan juga mengatakan harus menyiapkan ekosistem industri agar tidak hanya menjadi pasar konsumsi tapi juga menjadi sentra produksi global sehingga diharapkan dalam muncul di dalam kegiatan ekspor perihal tingkat komponen dalam negeri anies mengatakan bahwa harus ditingkatkan secara bertahap simak video selengkapnya di HTTPURL nantikan juga live eksklusif dialog capres bersama kadin sesi iii prabowo subianto jumat 12 januari 2024 pkl wib live hanya di tvone live streaming di youtube tvonenews tvonenews
Antusiasme masyarakat dalam mendukung Prabowo-Gibran mencerminkan semangat perubahan yang diinginkan. #KosongDuaSatuPutaran RakyatSenang 02Menang https://t.co/2hGckkaUao,Politik,5,antusiasme masyarakat dalam mendukung mencerminkan semangat perubahan diinginkan rakyatsenang 02menang HTTPURL
"Investor, prepare yourself! Pasangan Capres Cawapres Ganjar Pranowo dan Prof Mahfud MD MD sedang merancang regulasi hukum yang mendukung pertumbuhan investasi di Indonesia.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",Ekonomi,1,investor prepare yourself pasangan capres cawapres ganjar pranowo prof mahfud md md sedang merancang regulasi hukum mendukung pertumbuhan investasi di indonesia
"Duet Capres dan Cawapres RI No 03 Ganjar Pranowo - Mahfud MD punya ide bagus, ekonomi kita bisa 7% tumbuh terus-menerus. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/7b7Cx5tqtG",Ekonomi,1,duet capres cawapres ri no 03 ganjar pranowo mahfud md punya ide bagus ekonomi kita bisa 7 tumbuh HTTPURL
"RT Jangan biarkan pak Anies &amp; Cak Imin berjuang sendirian.. Mari berikhtiar bersama selamatkan demokrasi, hentikan politik dinasti!! https://t.co/kHFz3hjFRU [RE ekowboy2]",Politik,5,jangan biarkan pak anies cak imin berjuang sendirian mari bersama selamatkan demokrasi hentikan politik dinasti HTTPURL ekowboy 2
"RT ...Prabowo yang bicara tapi saya yang malu. 2018, menyebut Yerusalem ibukota Israel bukanlah masalah bagi Indonesia. 2024, di debat capres, menyudutkan Gaza terkait pasukan militer. Benar2 layak disematkan capres Pro Zionis. Prabowo benar2 gak layak mimpin bangsa ini... (``,) [RE kafiradikalis]",Ideologi,3,prabowo bicara tapi saya malu 2018 menyebut yerusalem ibukota israel bukanlah masalah bagi indonesia 2024 di debat capres menyudutkan gaza terkait pasukan militer benar 2 layak disematkan capres pro zionis prabowo benar 2 gak layak mimpin bangsa ini kafiradikalis
"RT Gak habis thingking deh, dibawah pimpinan menhan #Prabowo kontrak industri pertahanan naik 800%, terbesar sepanjang sejarah kementrian pertahanan di Indonesia Kok iya ada Profesor bodoh yang menilai kinerja menhan 11 dari 100 UntungPakBOWObijak TetapSabar KetikaDiserangÃ¢ÂœÂŒÃ°ÂŸÂ«Â° https://t.co/fsH6Xw66Lo [RE are_inismyname]",Pertahanan dan Keamanan,4,gak habis deh dibawah pimpinan menhan kontrak industri pertahanan naik 800 terbesar sepanjang sejarah kementrian pertahanan di indonesia kok iya ada profesor bodoh menilai kinerja menhan 11 dari 100 untungpakbowobijak tetapsabar ketikadiserangã âœâœã âÿâ â HTTPURL
RT Jawaban menohok abah @H4zflbqJOg4kWqoy/VDwGvDrYpcryVGowpcyRvVYgGA= soal kenapa orang kaya lebih mendukung Paslon sebelah. Simak yuk Desak Anies di purwokerto https://t.co/L5mlVD6Tl5 [RE LANGKAHANIES],Politik,5,jawaban menohok abah @USER vdwgvdrypcryvgowpcyrvvygga soal kenapa orang kaya lebih mendukung paslon sebelah simak yuk desak anies di purwokerto HTTPURL langkahanies
"RT Prabowo prescon ""saya bangga tadi mas Gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi"" TADI DEBATNYA TENTANG LINGKUNGAN HIDUP, ENERGI, AGRARIA, PANGAN DAN DESA PAK BUKAN EKONOMI Ã°ÂŸÂ˜Â­Ã°ÂŸÂ˜Â­ [RE chocolatyaa]",Ekonomi,1,prabowo prescon saya bangga tadi mas gibran sudah menunjukkan kapasitasnya pengetahuannya di bidang ekonomi tadi debatnya tentang lingkungan hidup energi agraria pangan desa pak bukan ekonomi ã âÿâ â ã âÿâ â chocolatyaa
"RT @eaQaKM5VaZnyBBs7oxzmAXYYEooF50ntbIgbKE1SCoo= Warga kp. Bayam tu yang lahannya dipake buat bangun JIS (yg dibangun era Anies), nah pas di jaman Anies mereka sudah dijanjiin ganti ruginya segala macem. Udah diurus semuanya sama Anies sampai rusunnya terbangun, cuma pas Heru menjabat tu warga tidak diurus lagi. Sampe sekarang. [RE indrasbitchhere]",Politik,5,@USER warga kp bayam tu lahannya dipake buat bangun jis yg dibangun era anies nah pas di jaman anies mereka sudah dijanjiin ganti ruginya segala macem udah diurus semuanya sama anies sampai rusunnya terbangun cuma pas heru menjabat tu warga tidak diurus lagi sampe sekarang indrasbitchhere
"RT Relawan Ganjar Dicekoki Miras hingga Dikasih Amplop sebelum Bentrok dengan Belasan TNI di Boyolali, Ini Bukti-buktinya https://t.co/RnxJ8jrcrX [RE PartaiSocmed]",Pertahanan dan Keamanan,4,relawan ganjar dicekoki miras hingga dikasih amplop sebelum bentrok dengan belasan tni di boyolali ini HTTPURL partaisocmed
